r,z,u_r,u_z,u_swirl,p,T
0.0,0.0,0.0,0.0,-9.009758175e-05,0.0,1700.233958
0.0,0.0003576502415,-6.144469807e-07,1.763541863e-07,-8.923651114e-05,-0.01298725276,1700.558711
0.0,0.000741017226,-9.334649748e-07,3.397633675e-07,-8.831678659e-05,-0.03849016904,1701.010131
0.0,0.001151950109,-2.216943569e-06,4.855473607e-07,-8.733417692e-05,-0.06372682684,1701.442706
0.0,0.001592431009,-3.869049888e-06,6.125426895e-07,-8.628437356e-05,-0.09046232008,1701.866039
0.0,0.002064584567,-6.050082649e-06,7.199485359e-07,-8.516297302e-05,-0.1178822858,1702.285842
0.0,0.002570688198,-8.708460691e-06,8.050882419e-07,-8.39653772e-05,-0.1461776132,1702.705671
0.0,0.003113183073,-1.183649894e-05,8.654584475e-07,-8.268676274e-05,-0.1751969008,1703.127856
0.0,0.003694685893,-1.537724398e-05,8.980315121e-07,-8.132206882e-05,-0.2049395364,1703.55397
0.0,0.004318001515,-1.92479252e-05,8.99525246e-07,-7.986598955e-05,-0.23533661,1703.985093
0.0,0.004986136477,-2.333364117e-05,8.662533046e-07,-7.831296975e-05,-0.2663696989,1704.421951
0.0,0.005702313501,-2.743925083e-05,7.946749241e-07,-7.665720543e-05,-0.2978566867,1704.864987
0.0,0.006469987038,-3.138827019e-05,6.795423035e-07,-7.489264584e-05,-0.3300003237,1705.314414
0.0,0.007292859931,-3.47209632e-05,5.195814959e-07,-7.30129959e-05,-0.3619766783,1705.770228
0.0,0.008174901275,-3.728976059e-05,3.025599479e-07,-7.101172289e-05,-0.3954589414,1706.232225
0.0,0.009120365561,-3.86148777e-05,3.959946979e-08,-6.88820606e-05,-0.4276479749,1706.699996
0.0,0.0101338132,-3.746965645e-05,-2.84870886e-07,-6.661702746e-05,-0.4596490077,1707.172926
0.0,0.01122013251,-3.359451153e-05,-6.8176252e-07,-6.420944264e-05,-0.4931102243,1707.650191
0.0,0.01238456332,-2.603694832e-05,-1.138542216e-06,-6.165194915e-05,-0.5248112815,1708.130747
0.0,0.0136327222,-1.333430172e-05,-1.671208184e-06,-5.89370523e-05,-0.5567097724,1708.613334
0.0,0.01497062961,5.779053447e-06,-2.275335682e-06,-5.605715313e-05,-0.5875623924,1709.096474
0.0,0.01640473889,3.312451284e-05,-2.957464653e-06,-5.300459976e-05,-0.6177753613,1709.578479
0.0,0.01794196741,7.069037633e-05,-3.716233774e-06,-4.977175291e-05,-0.6468988659,1710.057462
0.0,0.01958972992,0.0001209113626,-4.552502447e-06,-4.635107141e-05,-0.6749420809,1710.531368
0.0,0.02135597434,0.00018656572,-5.463389554e-06,-4.273522253e-05,-0.7017377445,1710.998005
0.0,0.02324922009,0.0002708915667,-6.44462419e-06,-3.891722899e-05,-0.72724588,1711.455096
0.0,0.02527859915,0.000377542365,-7.488940799e-06,-3.489065874e-05,-0.7514983647,1711.900335
0.0,0.02745390016,0.0005106605583,-8.585235981e-06,-3.064987612e-05,-0.7745278733,1712.331454
0.0,0.0297856156,0.0006747661837,-9.719155799e-06,-2.619036805e-05,-0.7966495029,1712.746295
0.0,0.0322849924,0.0008748340601,-1.086957997e-05,-2.150916804e-05,-0.8180244863,1713.14288
0.0,0.03496408621,0.001115968292,-1.201210242e-05,-1.660540423e-05,-0.83944581,1713.519477
0.0,0.03783581952,0.001403537754,-1.311092704e-05,-1.148099124e-05,-0.8611870512,1713.874654
0.0,0.04091404404,0.0017423594,-1.412893254e-05,-6.14150108e-06,-0.8848713135,1714.20732
0.0,0.04421360745,0.002137044339,-1.50091626e-05,-5.972195394e-07,-0.9106723453,1714.516741
0.0,0.04775042506,0.002590103102,-1.570144805e-05,5.135612977e-06,-0.9417065034,1714.802544
0.0,0.05154155658,0.003102988181,-1.611961887e-05,1.10334001e-05,-0.9772822604,1715.064707
0.0,0.05560528838,0.003671803791,-1.62079078e-05,1.706379399e-05,-1.023336542,1715.303527
0.0,0.0599612217,0.004290595004,-1.583954241e-05,2.318435132e-05,-1.07615417,1715.519598
0.0,0.06463036722,0.004941367703,-1.498157283e-05,2.934204908e-05,-1.147257902,1715.7138
0.0,0.06963524638,0.005604641694,-1.343768147e-05,3.547324856e-05,-1.223823465,1715.887329
0.0,0.075,0.00623643478,-1.125064464e-05,4.151277365e-05,-1.326955407,1716.041815
0.0,0.08036475362,0.006767894242,-8.439712405e-06,4.701777964e-05,-1.417894598,1716.170467
0.0,0.08536963278,0.007126342732,-5.609811121e-06,5.169106635e-05,-1.53917158,1716.271738
0.0,0.0900387783,0.007335159178,-2.563513633e-06,5.567382884e-05,-1.610719616,1716.352989
0.0,0.09439471162,0.007415199575,6.310839676e-08,5.909566991e-05,-1.739495954,1716.419096
0.0,0.09845844342,0.007336089863,2.674211945e-06,6.206368105e-05,-1.832170604,1716.472449
0.0,0.1022495749,0.007163162853,5.255275559e-06,6.466697921e-05,-1.886470271,1716.512385
0.0,0.1057863926,0.006905634066,7.281502902e-06,6.697886656e-05,-1.977738421,1716.53305
0.0,0.109085956,0.006573970696,9.204182662e-06,6.90548628e-05,-2.029793131,1716.525549
0.0,0.1121641805,0.006193601802,1.080197914e-05,7.093956471e-05,-2.089100996,1716.474634
0.0,0.1150359138,0.005774619458,1.214210289e-05,7.266575063e-05,-2.130892844,1716.354817
0.0,0.1177150076,0.005336461824,1.316171401e-05,7.425807505e-05,-2.175486545,1716.135687
0.0,0.1202143844,0.004888650665,1.392426359e-05,7.573424558e-05,-2.209845299,1715.786017
0.0,0.1225460998,0.004443682918,1.441710058e-05,7.710733076e-05,-2.24476792,1715.277833
0.0,0.1247214008,0.004008432966,1.470228797e-05,7.838675939e-05,-2.275065059,1714.59155
0.0,0.1267507799,0.003590097327,1.478519233e-05,7.957959522e-05,-2.30628708,1713.719637
0.0,0.1286440257,0.003192802502,1.470424162e-05,8.069123014e-05,-2.33677928,1712.667828
0.0,0.1304102701,0.002820180066,1.447418843e-05,8.172605289e-05,-2.369211803,1711.453882
0.0,0.1320580326,0.002474084579,1.412270561e-05,8.268782982e-05,-2.402925051,1710.104562
