case_T_hot,node,r,z,u_r,u_z,u_swirl,pressure,T
1780.0,62,0.1363672778,0.0,1.225178854e-05,0.001573398161,8.56456926e-05,-1.801252218,1706.672967
1780.0,63,0.1376154367,0.0,1.161694248e-05,0.001342472576,8.630263339e-05,-1.838470511,1705.015607
1780.0,64,0.1387798675,0.0,1.094138167e-05,0.001136468975,8.690654903e-05,-1.877590085,1703.375117
1780.0,65,0.1398661868,0.0,1.023711342e-05,0.0009540279381,8.746056853e-05,-1.918078757,1701.771352
1780.0,66,0.1408796344,0.0,9.514229231e-06,0.0007936258687,8.796782426e-05,-1.959486648,1700.219245
1780.0,67,0.1418250987,0.0,8.781627618e-06,0.0006536322709,8.843142037e-05,-2.001339763,1698.729362
1780.0,68,0.1427071401,0.0,8.046696836e-06,0.0005323767331,8.88544061e-05,-2.04324735,1697.308561
1780.0,69,0.143530013,0.0,7.31578134e-06,0.0004281915862,8.923975865e-05,-2.084834119,1695.96071
1780.0,70,0.1442976865,0.0,6.593938264e-06,0.000339445043,8.959035241e-05,-2.125824102,1694.687343
1780.0,71,0.1450138635,0.0,5.885588775e-06,0.0002645746054,8.990894167e-05,-2.165922196,1693.488234
1780.0,72,0.1456819985,0.0,5.193821156e-06,0.0002020878756,9.019815035e-05,-2.205014673,1692.36189
1780.0,73,0.1463053141,0.0,4.521874886e-06,0.000150607684,9.046045488e-05,-2.242781847,1691.30593
1780.0,74,0.1468868169,0.0,3.870821153e-06,0.0001088153837,9.069818374e-05,-2.279430199,1690.317404
1780.0,75,0.1474293118,0.0,3.243961069e-06,7.557436722e-05,9.09135095e-05,-2.314250643,1689.393019
1780.0,76,0.1479354154,0.0,2.639665626e-06,4.970045547e-05,9.110844842e-05,-2.348391912,1688.529302
1780.0,77,0.148407569,0.0,2.063951722e-06,3.039626461e-05,9.128486469e-05,-2.379333779,1687.722743
1780.0,78,0.1488480499,0.0,1.509011086e-06,1.643442684e-05,9.144446814e-05,-2.411322797,1686.969865
1780.0,79,0.1492589828,0.0,9.842495548e-07,7.612754917e-06,9.158881687e-05,-2.435798495,1686.267284
1780.0,80,0.1496423498,0.0,4.776921858e-07,2.231527724e-06,9.171929199e-05,-2.471559011,1685.611755
1780.0,81,0.15,0.0,0.0,0.0,9.183724705e-05,-2.498895535,1685.116261
1780.0,82,0.15,0.0002191819739,0.0,0.0,0.0001836744941,-2.498794797,1685.0
1780.0,83,0.1496423498,0.0002200276688,9.507075024e-07,2.2205543e-06,0.0001834381846,-2.472031915,1685.611545
1780.0,84,0.1492589828,0.0002209341732,1.955972602e-06,7.600654442e-06,0.0001831772161,-2.43699993,1686.267044
1780.0,85,0.1488480499,0.0002219058595,2.996495255e-06,1.642016436e-05,0.0001828885315,-2.413066897,1686.96959
1780.0,86,0.148407569,0.0002229474147,4.097085338e-06,3.037840996e-05,0.0001825693441,-2.381725078,1687.722428
1780.0,87,0.1479354154,0.0002240638626,5.23998818e-06,4.96804986e-05,0.0001822165358,-2.351404161,1688.528942
1780.0,88,0.1474293118,0.0002252605884,6.439409191e-06,7.555033376e-05,0.0001818266869,-2.317952568,1689.392607
1780.0,89,0.1468868169,0.0002265433645,7.683760855e-06,0.0001087873605,0.0001813960698,-2.283817524,1690.316934
1780.0,90,0.1463053141,0.0002279183782,8.976097052e-06,0.0001505738405,0.0001809206526,-2.247884579,1691.305394
1780.0,91,0.1456819985,0.0002293922619,1.030996904e-05,0.0002020471664,0.0001803960909,-2.210839113,1692.36128
1780.0,92,0.1450138635,0.0002309721248,1.168320053e-05,0.0002645251812,0.0001798177289,-2.172481927,1693.487541
1780.0,93,0.1442976865,0.0002326655873,1.308940058e-05,0.000339385084,0.0001791806149,-2.133122381,1694.686559
1780.0,94,0.143530013,0.0002344808178,1.452242891e-05,0.0004281187886,0.0001784795022,-2.0928718,1695.959825
1780.0,95,0.1427071401,0.0002364265719,1.597352523e-05,0.0005322885412,0.0001777088836,-2.052017571,1697.307567
1780.0,96,0.1418250987,0.000238512235,1.743265399e-05,0.0006535257215,0.0001768630118,-2.010829223,1698.72825
1780.0,97,0.1408796344,0.0002407478671,1.888723361e-05,0.0007934976226,0.0001759359341,-1.969673291,1700.218011
1780.0,98,0.1398661868,0.0002431442517,2.03226014e-05,0.0009538742785,0.0001749215535,-1.928931671,1701.769993
1780.0,99,0.1387798675,0.0002457129476,2.172110188e-05,0.001136285789,0.0001738136637,-1.889067447,1703.373634
1780.0,100,0.1376154367,0.000248466345,2.306270463e-05,0.001342255493,0.0001726060016,-1.850519774,1705.014008
1780.0,101,0.1363672778,0.0002514177246,2.432358044e-05,0.001573142457,0.0001712923114,-1.81380721,1706.671267
1780.0,102,0.1350293704,0.0002545813224,2.547746775e-05,0.001830024646,0.0001698663545,-1.779302953,1708.320448
1780.0,103,0.1335952611,0.0002579723978,2.649309808e-05,0.002113634326,0.0001683219435,-1.747479252,1709.931775
1780.0,104,0.1320580326,0.0002616073076,2.733824043e-05,0.002424160144,0.0001666528658,-1.718411718,1711.471761
1780.0,105,0.1304102701,0.0002655035846,2.797332942e-05,0.002761213602,0.0001648527837,-1.69238922,1712.905249
1780.0,106,0.1286440257,0.0002696800223,2.836127759e-05,0.003123481032,0.0001629149847,-1.668850907,1714.198448
1780.0,107,0.1267507799,0.0002741567656,2.845347791e-05,0.003508822408,0.0001608320118,-1.647848162,1715.322728
1780.0,108,0.1247214008,0.0002789554079,2.82121507e-05,0.003913629601,0.0001585950213,-1.627787818,1716.258583
1780.0,109,0.1225460998,0.0002840990953,2.757779431e-05,0.004333302815,0.0001561929236,-1.608806804,1716.998855
1780.0,110,0.1202143844,0.0002896126381,2.652284238e-05,0.004760982457,0.0001536110671,-1.587736238,1717.550195
1780.0,111,0.1177150076,0.0002955226307,2.49687321e-05,0.005188989546,0.000150829651,-1.566099115,1717.932029
1780.0,112,0.1150359138,0.0003018575798,2.292031786e-05,0.005606051453,0.0001478213448,-1.53792047,1718.172957
1780.0,113,0.1121641805,0.0003086480416,2.025692774e-05,0.006001220863,0.000144548944,-1.509330764,1718.305519
1780.0,114,0.109085956,0.0003159267697,1.706314877e-05,0.006357285214,0.0001409612073,-1.469019243,1718.36206
1780.0,115,0.1057863926,0.0003237288727,1.320419997e-05,0.00666104809,0.0001369898088,-1.430960803,1718.370124
1780.0,116,0.1022495749,0.0003320919839,8.992631123e-06,0.006890003854,0.0001325420483,-1.372043526,1718.346553
1780.0,117,0.09845844342,0.0003410564423,3.974314516e-06,0.007031709273,0.0001275012253,-1.326320004,1718.301446
1780.0,118,0.09439471162,0.0003506654876,-1.25593017e-06,0.007071405916,0.0001217178834,-1.257974995,1718.241557
1780.0,119,0.0900387783,0.0003609654687,-6.492022652e-06,0.00696518427,0.000115007681,-1.170078465,1718.167952
1780.0,120,0.08536963278,0.0003720060671,-1.228055253e-05,0.0067274422,0.0001071491525,-1.11131813,1718.078186
1780.0,121,0.08036475362,0.0003838405367,-1.780377342e-05,0.006340612226,9.78780493e-05,-1.02995853,1717.966942
1780.0,122,0.075,0.0003965259607,-2.300323931e-05,0.005789650724,8.690235785e-05,-0.9667871753,1717.825984
1780.0,123,0.06963524638,0.0004092113846,-2.692045554e-05,0.005145528599,7.481047936e-05,-0.899982238,1717.656628
1780.0,124,0.06463036722,0.0004210458542,-2.953158638e-05,0.004483056405,6.249718712e-05,-0.8535816856,1717.465927
1780.0,125,0.0599612217,0.0004320864527,-3.084650425e-05,0.003840456809,5.010456832e-05,-0.814677372,1717.251767
1780.0,126,0.05560528838,0.0004423864338,-3.117594973e-05,0.003237717892,3.776658424e-05,-0.7896780653,1717.012519
1780.0,127,0.15,0.0004450812853,0.0,0.0,0.0003729781171,-2.498481415,1685.0
1780.0,128,0.1496423498,0.0004468344083,1.904471491e-06,2.204763411e-06,0.0003725274337,-2.472469598,1685.611546
1780.0,129,0.1492589828,0.0004487135891,3.906902925e-06,7.592118876e-06,0.0003720290616,-2.438129415,1686.267044
1780.0,130,0.1488480499,0.0004507278919,5.984046891e-06,1.64041605e-05,0.0003714763704,-2.414560516,1686.969588
1780.0,131,0.05154155658,0.0004519954791,-3.064787822e-05,0.002689644704,2.559451421e-05,-0.7708882965,1716.746961
1780.0,132,0.148407569,0.0004528870325,8.179970101e-06,3.035749632e-05,0.0003708637185,-2.383860479,1687.722424
1780.0,133,0.1479354154,0.0004552014256,1.046310735e-05,4.966267692e-05,0.000370184838,-2.354045192,1688.528936
1780.0,134,0.1474293118,0.0004576822345,1.285795036e-05,7.553102639e-05,0.0003694328538,-2.321253438,1689.392598
1780.0,135,0.1468868169,0.0004603414253,1.534361966e-05,0.000108769923,0.0003686002609,-2.287726441,1690.316922
1780.0,136,0.04775042506,0.0004609599374,-2.948611633e-05,0.002201655841,1.367699265e-05,-0.7594679542,1716.45425
1780.0,137,0.1463053141,0.0004631918245,1.792520601e-05,0.0001505560215,0.000367678932,-2.252457182,1691.305379
1780.0,138,0.1456819985,0.0004662471808,2.05906248e-05,0.0002020300048,0.000366660095,-2.21606837,1692.361261
1780.0,139,0.04421360745,0.0004693230486,-2.783079723e-05,0.001775680139,2.081542217e-06,-0.7512198553,1716.13394
1780.0,140,0.1450138635,0.0004695222317,2.333525993e-05,0.0002645078929,0.000365534337,-2.178389106,1693.487519
1780.0,141,0.1442976865,0.0004730327743,2.614667433e-05,0.0003393679043,0.0003642916306,-2.139707692,1694.686532
1780.0,142,0.143530013,0.0004767957414,2.901260969e-05,0.0004281013812,0.0003629213353,-2.100138872,1695.959795
1780.0,143,0.04091404404,0.0004771251517,-2.584125047e-05,0.001409557679,-9.142522946e-06,-0.7456985823,1715.786023
1780.0,144,0.1427071401,0.0004808292837,3.191574586e-05,0.0005322708519,0.000361412264,-2.059959841,1697.307532
1780.0,145,0.03783581952,0.0004844038798,-2.362877018e-05,0.001099571295,-1.996104796e-05,-0.7407092592,1715.410953
1780.0,146,0.1418250987,0.0004851528568,3.483610934e-05,0.0006535075239,0.0003597527215,-2.019435537,1698.728211
1780.0,147,0.1408796344,0.0004897873151,3.774868656e-05,0.0007934786993,0.0003579305737,-1.978923418,1700.217968
1780.0,148,0.03496408621,0.0004911943416,-2.129841065e-05,0.0008405630522,-3.035209488e-05,-0.7355457909,1715.009659
1780.0,149,0.1398661868,0.000494755013,4.062425087e-05,0.0009538543512,0.0003559333686,-1.938797736,1701.769944
1780.0,150,0.0322849924,0.0004975292906,-1.892304702e-05,0.0006270330486,-4.030334821e-05,-0.7291413478,1714.583536
1780.0,151,0.1387798675,0.0005000799118,4.342760188e-05,0.001136264489,0.0003537484025,-1.899510971,1703.37358
1780.0,152,0.0297856156,0.0005034392832,-1.656905394e-05,0.0004532948093,-4.980995311e-05,-0.7210424739,1714.134409
1780.0,153,0.1376154367,0.000505787696,4.611872679e-05,0.001342232463,0.0003513628278,-1.861492806,1705.01395
1780.0,154,0.02745390016,0.000508952826,-1.428345174e-05,0.0003139179542,-5.887273677e-05,-0.7107523433,1713.664472
1780.0,155,0.1363672778,0.0005119058968,4.865000234e-05,0.001573117107,0.0003487637767,-1.825248646,1706.671204
1780.0,156,0.02527859915,0.0005140965134,-1.210338858e-05,0.0002037986107,-6.749680108e-05,-0.6981378278,1713.17621
1780.0,157,0.1350293704,0.0005184640253,5.096888317e-05,0.001829996361,0.0003459383811,-1.791141068,1708.320381
1780.0,158,0.02324922009,0.0005188951557,-1.005346604e-05,0.0001183014746,-7.569043274e-05,-0.6830202971,1712.672307
1780.0,159,0.02135597434,0.0005233718991,-8.152724321e-06,5.329740543e-05,-8.346424849e-05,-0.6655351023,1712.155553
1780.0,160,0.1335952611,0.0005254937141,5.3012716e-05,0.00211360226,0.0003428738383,-1.759626923,1709.931705
1780.0,161,0.01958972992,0.0005275483368,-6.409827302e-06,5.119058487e-06,-9.083054359e-05,-0.6456018096,1711.62875
1780.0,162,0.01794196741,0.0005314446137,-4.83417411e-06,-2.933535094e-05,-9.780279076e-05,-0.6236908511,1711.094632
1780.0,163,0.1320580326,0.0005330288708,5.471686163e-05,0.002424123498,0.0003395572532,-1.730770296,1711.471689
1780.0,164,0.01640473889,0.0005350795235,-3.420649572e-06,-5.287363073e-05,-0.0001043952561,-0.5994397974,1710.555794
1780.0,165,0.01497062961,0.0005384705989,-2.17829378e-06,-6.761092123e-05,-0.0001106227076,-0.5741009192,1710.014639
1780.0,166,0.1304102701,0.0005411058409,5.600191009e-05,0.002761171104,0.0003359754322,-1.704842192,1712.905177
1780.0,167,0.0136327222,0.0005416341967,-1.08279365e-06,-7.575831993e-05,-0.0001165001808,-0.5459617093,1709.473341
1780.0,168,0.01238456332,0.0005445855764,-1.592622006e-07,-7.894530895e-05,-0.0001220428157,-0.5180072984,1708.933818
1780.0,169,0.01122013251,0.0005473389737,6.215061209e-07,-7.787487897e-05,-0.0001272657003,-0.4888640612,1708.397723
1780.0,170,0.1286440257,0.0005497635834,5.679339254e-05,0.003123431679,0.0003321143721,-1.681272979,1714.198378
1780.0,171,0.0101338132,0.0005499076697,1.2802457e-06,-7.419514298e-05,-0.0001321837782,-0.4576412492,1707.866444
1780.0,172,0.009120365561,0.0005523040543,1.796422463e-06,-6.881775148e-05,-0.000136811769,-0.4269983879,1707.341109
1780.0,173,0.008174901275,0.0005545396864,2.198920473e-06,-6.217055676e-05,-0.0001411640788,-0.3954721752,1706.82259
1780.0,174,0.007292859931,0.0005566253494,2.489259679e-06,-5.49420549e-05,-0.0001452547576,-0.3639444897,1706.311521
1780.0,175,0.006469987038,0.0005585711035,2.680022889e-06,-4.749928883e-05,-0.0001490974447,-0.3323030315,1705.808306
1780.0,176,0.1267507799,0.0005590438584,5.699356832e-05,0.00350876413,0.0003279585026,-1.66009282,1715.322663
1780.0,177,0.005702313501,0.000560386334,2.779467045e-06,-4.018406478e-05,-0.0001527053396,-0.3008019382,1705.313127
1780.0,178,0.004986136477,0.0005620797965,2.796772409e-06,-3.322364355e-05,-0.0001560911829,-0.2695404793,1704.825951
1780.0,179,0.004318001515,0.0005636596594,2.740323772e-06,-2.678649964e-05,-0.0001592672414,-0.2386424928,1704.346523
1780.0,180,0.003694685893,0.0005651335431,2.61803172e-06,-2.098270413e-05,-0.0001622452975,-0.2082030554,1703.874355
1780.0,181,0.003113183073,0.0005665085568,2.437219785e-06,-1.588115851e-05,-0.0001650366426,-0.1782983798,1703.408693
1780.0,182,0.002570688198,0.0005677913329,2.204554152e-06,-1.151298224e-05,-0.0001676520717,-0.1490079,1702.948455
1780.0,183,0.002064584567,0.0005689880587,1.92611228e-06,-7.894506791e-06,-0.00017010189,-0.1203446618,1702.492136
1780.0,184,0.1247214008,0.0005689914291,5.652614714e-05,0.00391356134,0.000323489374,-1.639705469,1716.258525
1780.0,185,0.001592431009,0.0005701045066,1.606885904e-06,-4.990293894e-06,-0.0001723959241,-0.09249083885,1702.037641
1780.0,186,0.001151950109,0.0005711460618,1.251539842e-06,-2.838686888e-06,-0.0001745435391,-0.06516725083,1701.582001
1780.0,187,0.000741017226,0.0005721177482,8.626223004e-07,-1.22637399e-06,-0.0001765536711,-0.03956318203,1701.120901
1780.0,188,0.0003576502415,0.0005730242525,4.428869014e-07,-6.852888425e-07,-0.000178434903,-0.01362776087,1700.647873
1780.0,189,0.0,0.0005738699475,0.0,0.0,-0.0001801951635,-0.0002510841254,1700.152919
1780.0,190,0.1225460998,0.0005796542771,5.527243763e-05,0.004333220676,0.0003186838977,-1.620229395,1716.998807
1780.0,191,0.1202143844,0.0005910838343,5.317476757e-05,0.004760886237,0.0003135116538,-1.598492258,1717.550159
1780.0,192,0.1177150076,0.0006033352307,5.007935253e-05,0.005188871156,0.000307931636,-1.576009572,1717.932008
1780.0,193,0.1150359138,0.0006164675605,4.599439992e-05,0.00560591297,0.0003018873769,-1.546808105,1718.172953
1780.0,194,0.1121641805,0.0006305441668,4.068178586e-05,0.00600106062,0.0002953021253,-1.51696891,1718.305534
1780.0,195,0.109085956,0.0006456329476,3.431250443e-05,0.006357104308,0.0002880703152,-1.475258561,1718.362098
1780.0,196,0.1057863926,0.0006618066831,2.65867321e-05,0.006660848408,0.000280051279,-1.435583712,1718.370191
1780.0,197,0.1022495749,0.0006791433866,1.811801773e-05,0.006889760963,0.0002710542641,-1.37506568,1718.346654
1780.0,198,0.15,0.0006864304732,0.0,0.0,0.0005752287365,-2.497995986,1685.0
1780.0,199,0.1496423498,0.0006891363539,2.915606579e-06,2.194715076e-06,0.0005745348113,-2.472482778,1685.611546
1780.0,200,0.1492589828,0.0006920368002,5.974708824e-06,7.603843499e-06,0.0005737678796,-2.438110224,1686.267043
1780.0,201,0.1488480499,0.0006951458023,9.156812286e-06,1.639772631e-05,0.0005729174112,-2.414213272,1686.969585
1780.0,202,0.09845844342,0.0006977266811,8.023091718e-06,0.007031430764,0.0002608391105,-1.327229545,1718.301591
1780.0,203,0.148407569,0.0006984783564,1.25153342e-05,3.034336432e-05,0.0005719746249,-2.383550147,1687.722418
1780.0,204,0.1479354154,0.0007020505369,1.601050738e-05,4.965316787e-05,0.0005709298357,-2.353527775,1688.528926
1780.0,205,0.1474293118,0.000705879574,1.967235291e-05,7.551882886e-05,0.0005697724362,-2.320710893,1689.392582
1780.0,206,0.1468868169,0.000709983937,2.347462098e-05,0.0001087600693,0.0005684908536,-2.28705176,1690.3169
1780.0,207,0.1463053141,0.0007143834231,2.742222102e-05,0.0001505449795,0.0005670725566,-2.251702655,1691.305351
1780.0,208,0.09439471162,0.0007176462023,-2.556682959e-06,0.007071093446,0.000249098296,-1.257360445,1718.241757
1780.0,209,0.1456819985,0.0007190992531,3.149850498e-05,0.0002020192775,0.0005655040168,-2.215202254,1692.361226
1780.0,210,0.1450138635,0.0007241541735,3.569543905e-05,0.0002644961608,0.0005637707219,-2.177425465,1693.487477
1780.0,211,0.1442976865,0.0007295725665,3.999457201e-05,0.0003393554231,0.0005618572076,-2.138637566,1694.686484
1780.0,212,0.143530013,0.0007353805677,4.437688625e-05,0.0004280875245,0.000559747065,-2.098966024,1695.959739
1780.0,213,0.0900387783,0.0007389980312,-1.315031987e-05,0.006964827979,0.0002354523741,-1.168059655,1718.168224
1780.0,214,0.1427071401,0.0007416061916,4.881608309e-05,0.0005322554149,0.0005574230413,-2.058682583,1697.307469
1780.0,215,0.1418250987,0.0007482794673,5.328154094e-05,0.0006534900274,0.000554867097,-2.018056232,1698.728139
1780.0,216,0.1408796344,0.000755432583,5.773508692e-05,0.000793458668,0.000552060517,-1.977443389,1700.217887
1780.0,217,0.08536963278,0.0007618851576,-2.477071786e-05,0.006727047906,0.0002194452628,-1.107089409,1718.078549
1780.0,218,0.1398661868,0.0007631000416,6.213200325e-05,0.000953831204,0.0005489840936,-1.937220892,1701.769855
1780.0,219,0.1387798675,0.0007713188267,6.641852557e-05,0.001136237487,0.0005456182279,-1.89784114,1703.373482
1780.0,220,0.1376154367,0.0007801285813,7.053342154e-05,0.001342200848,0.0005419431003,-1.859736856,1705.013843
1780.0,221,0.08036475362,0.0007864179765,-3.587451081e-05,0.006340185257,0.0002005325864,-1.024160955,1717.967419
1780.0,222,0.1363672778,0.0007895717989,7.440392898e-05,0.001573079756,0.0005379388564,-1.823413006,1706.67109
1780.0,223,0.1350293704,0.0007996940285,7.794964005e-05,0.001829952108,0.0005335856391,-1.789236533,1708.320259
1780.0,224,0.1335952611,0.0008105440943,8.107485714e-05,0.002113549503,0.00052886369,-1.757663421,1709.931577
1780.0,225,0.075,0.0008127148211,-4.634837394e-05,0.00578917961,0.0001781123537,-0.9596352676,1717.826602
1780.0,226,0.1320580326,0.000822174331,8.368049824e-05,0.002424060687,0.0005237531058,-1.728763863,1711.471558
1780.0,227,0.1304102701,0.0008346408368,8.564551566e-05,0.002761095935,0.0005182335202,-1.702805285,1712.905046
1780.0,228,0.06963524638,0.0008390116656,-5.423738452e-05,0.005145036566,0.0001533831708,-0.8920016013,1717.657401
1780.0,229,0.1286440257,0.0008480037432,8.685553646e-05,0.003123342173,0.0005122833153,-1.679227958,1714.19825
1780.0,230,0.1267507799,0.0008623275058,8.716177587e-05,0.003508656664,0.0005058784519,-1.658054321,1715.322543
1780.0,231,0.06463036722,0.0008635444845,-5.951360854e-05,0.004482569815,0.0001281769135,-0.8451362431,1717.466859
1780.0,232,0.1247214008,0.0008776812147,8.644652688e-05,0.003913433458,0.0004989904466,-1.637704118,1716.258419
1780.0,233,0.0599612217,0.0008864316109,-6.217725634e-05,0.003839986824,0.0001027884941,-0.8061493739,1717.252854
1780.0,234,0.1225460998,0.0008941389277,8.453059701e-05,0.004333066666,0.0004915836564,-1.618276922,1716.998719
